in_store_number,in_store_name,in_address,n_address,n_roadaddress,n_latitude,n_longitude,n_store_type,n_navermap_link,n_telephone,,,,,,,,
111153771,라온아트미술교습소,경기도 성남시 중원구 도촌남로 27,경기도 성남시 중원구 도촌동 566,경기도 성남시 중원구 도촌남로 27 5F 502호 라온아트 미술교습소,37.4145108,127.150664,학원>미술학원,http://pf.kakao.com/_nxbluj,,,,,,,,,
111154787,호쿠모쿠,경기도 성남시 분당구 정자일로 140,경기도 성남시 분당구 정자동  166-1,경기도 성남시 분당구 정자일로 140 엠코헤리츠2단지 B동 101호,37.3625603,127.1065372,음식점>양식,,031-711-3573,,,,,,,,
111155123,헤어포인트,경기도 성남시 수정구 탄리로 88-2,,,0,0,"생활,편의>미용실",,,,,,,,,,
111155289,디에스티주식회사,경기도 성남시 분당구 판교로 697,,,37.4054392,127.1509614,*** 기타제조업,,,,,,,,,,
111156287,한우곰탕,경기도 성남시 분당구 성남대로171번길 17,경기도 성남시 분당구 금곡동 172,경기도 성남시 분당구 성남대로171번길 17,37.3511379,127.1068072,"한식>곰탕,설렁탕",,031-715-9714,,,,,,,,
111156345,제이드,경기도 성남시 분당구 성남대로331번길 3-3,,,0,0,,,,,,,,,,,
111156667,대광애드,경기도 성남시 분당구 야탑로153번길 8-7,,,37.410575,127.1363292,*** 광고,,,,,,,,,,
111158010,후라토식당,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 삼평동 740,경기도 성남시 분당구 동판교로177번길 25 220호,37.3972795,127.1135606,일식>일식당,http://instagram.com/furato_pangyo,031-607-7090,,,,,,,,
111158176,다락룸카페,경기도 성남시 분당구 서현로210번길 14,경기도 성남시 분당구 서현동 248-3,경기도 성남시 분당구 서현로210번길 14 유성트윈프라자2차 3층,37.3862457,127.1245652,"카페,디저트>카페",http://blog.naver.com/darak0000,,,,,,,,,
111158549,자이브스토리,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑3동 150 분당테크노파크 A동 B210호,경기도 성남시 분당구 판교로 697 분당테크노파크 A동 B210호,37.4055162,127.150753,"전문,기술서비스>전문디자인",http://www.xivestory.com/,,,,,,,,,
111158721,에스테틱오브슬로우니즈,경기도 성남시 분당구 내정로113번길 15,,,37.3708623,127.1131267,*** 일반대중음식,,,,,,,,,,
111158739,레이지 (Lazy)브런치,경기도 성남시 수정구 위례동로 141,경기도 성남시 수정구 창곡동 513-2,경기도 성남시 수정구 위례동로 141,37.4726734,127.1500969,음식점>양식,,031-753-8850,,,,,,,,
111159323,365힘찬한의원,경기도 성남시 중원구 산성대로 354-1,경기도 성남시 중원구 중앙동  65 3층,경기도 성남시 중원구 산성대로 354-1 3층,37.4439935,127.1558267,"병원,의원>한의원",,031-743-2900,,,,,,,,
111159737,마음을담은김치찌개 야탑점,경기도 성남시 분당구 판교로 645,경기도 성남시 분당구 야탑동 162,경기도 성남시 분당구 판교로 645,37.40651,127.1444744,음식점>한식,,0504-3143-5183,,,,,,,,
111164547,케이헤어샵,경기도 성남시 분당구 새마을로177번길 81,,,0,0,,,,,,,,,,,
111165163,이연철학관,경기도 성남시 중원구 산성대로 지하204-14,,,0,0,,,,,,,,,,,
111165403,강의하는아이들,경기도 성남시 수정구 위례광장로 310,,,0,0,,,,,,,,,,,
111165551,마녀곱창,경기도 성남시 중원구 광명로32번길 8,경기도 성남시 중원구 성남동 3381,경기도 성남시 중원구 광명로32번길 8 1층,37.4328759,127.1326632,"한식>곱창,막창,양",https://witchsfood.modoo.at,031-758-7335,,,,,,,,
111165981,아이폰수리센터분당수내,경기도 성남시 분당구 백현로101번길 25,,,0,0,"수리,AS>휴대폰수리",,,,,,,,,,
111167268,루이비타,경기도 성남시 수정구 위례광장로 104,경기도 성남시 수정구 창곡동  505,경기도 성남시 수정구 위례광장로 104 한화오벨리스크 센트럴스퀘어 1층 1066호,37.473046,127.1412571,"음식점>카페,디저트",,031-751-3336,,,,,,,,
111170965,분당고양이분양 나비캣,경기도 성남시 분당구 서현로393번길 3,경기도 성남시 분당구 서현동 337-15 1층,경기도 성남시 분당구 서현로393번길 3 1층,37.3759227,127.1410344,애완동물>고양이분양,http://www.hollycat.co.kr/,,,,,,,,,
111171443,PC몽,경기도 성남시 분당구 느티로 69,경기도 성남시 분당구 정자동 65-3,경기도 성남시 분당구 느티로 69 숲안조합상가,37.3687945,127.1122156,"스포츠,오락>PC방",,031-712-2090,,,,,,,,
111172326,케이클래스음악교습소,경기도 성남시 수정구 성남대로1416번길 18,경기도 성남시 수정구 복정동  695-6,경기도 성남시 수정구 성남대로1416번길 18 103호,37.4562683,127.1285069,음악학원>피아노,,031-755-6001,,,,,,,,
111173118,다원약국,경기도 성남시 수정구 산성대로 241,,,37.4399412,127.1440828,*** 약국,,,,,,,,,,
111173712,더(The)맛있는 족발.보쌈 미금점,경기도 성남시 분당구 미금일로86번길 28-5,,,37.3485613,127.1109079,*** 일반대중음식,,,,,,,,,,
111173878,아토,경기도 성남시 수정구 위례동로 147,,,0,0,,,,,,,,,,,
111174249,젯아이씨(주) 웨스트우드 남한삼성점,경기도 성남시 중원구 산성대로 588,,,37.4618824,127.1687115,"*** 운동경기,레져용품",,,,,,,,,,
111174488,좋은SEM학원,경기도 성남시 분당구 판교로 475,,,37.4057255,127.1267108,*** 일반전문학원,,,,,,,,,,
111174686,쇼쿠닌,경기도 성남시 분당구 판교역로192번길 14-2,,,37.397476,127.1120384,*** 한식,,,,,,,,,,
111174926,판교족발,경기도 성남시 분당구 판교역로 231,,,0,0,"한식>족발,보쌈",,,,,,,,,,
111175048,전국열쇠 홈플러스 분당오리점,경기도 성남시 분당구 탄천상로151번길 20,경기도 성남시 분당구 구미동 159,경기도 성남시 분당구 탄천상로151번길 20,37.3400566,127.1069721,"생활,편의>열쇠,도장",https://loopori.modoo.at,031-719-5184,,,,,,,,
111175683,또또닭강정 서현1호점,경기도 성남시 분당구 중앙공원로31번길 42,,,37.383138,127.1254847,*** 일반대중음식,,,,,,,,,,
111176178,포레스트폭스 주식회사,경기도 성남시 수정구 탄리로74번길 22,,,37.4431168,127.1379256,"*** 공연장,극장",,,,,,,,,,
111178737,아라본 소아청소년과의원,경기도 성남시 분당구 내정로 58,경기도 성남시 분당구 정자동 117-1,경기도 성남시 분당구 내정로 58 스포라이프 스포츠센타 2층 202호,37.365406,127.1151984,"병원,의원>소아청소년과",,031-778-8575,,,,,,,,
111178828,주식회사 달콤(영등포롯데),경기도 성남시 분당구 분당로 55,,,37.3830459,127.1214908,*** 자동판매기,,,,,,,,,,
111181400,아침마당농수산물센터,경기도 성남시 분당구 중앙공원로40번길 4,,,37.3803362,127.1294157,*** 할인점/슈퍼마켓,,,,,,,,,,
111182010,FLOHAAS,경기도 성남시 분당구 판교역로192번길 14-2,,,37.397476,127.1120384,*** 화원,,,,,,,,,,
111182994,스마트 스튜디오 피아노교습소,경기도 성남시 분당구 동판교로 226,,,37.4025739,127.1177001,*** 일반전문학원,,,,,,,,,,
111183125,미스터힐링 분당서현점,경기도 성남시 분당구 황새울로342번길 23,경기도 성남시 분당구 서현동 249-2,경기도 성남시 분당구 황새울로342번길 23 6층 602호,37.3869023,127.1246001,"레저,테마",,031-705-5188,,,,,,,,
111184594,크린에이드,경기도 성남시 중원구 광명로 89,,,0,0,세탁>세탁소,,,,,,,,,,
111185328,커피뜨랑슈아(블레싱식당),경기도 성남시 분당구 미금일로154번길 6,,,37.3491012,127.1070859,*** 한식,,,,,,,,,,
111185559,명품파주,경기도 성남시 수정구 수정로159번길 11,,,37.4435239,127.1373292,*** 한식,,,,,,,,,,
111186110,하버캠프 윈도우필름 동판교점,경기도 성남시 분당구 동판교로52번길 26-6,,,37.3869209,127.1135877,"*** 정비,세차장,자동차SVC",,,,,,,,,,
111187886,하남돼지집 (미금점),경기도 성남시 분당구 미금일로74번길 25-1,경기도 성남시 분당구 구미동 45-1,경기도 성남시 분당구 미금일로74번길 25-1,37.3479435,127.1113591,"육류,고기요리>돼지고기구이",http://www.hanampig.co.kr/,031-713-9233,,,,,,,,
111188454,주식회사 엘파운더,경기도 성남시 분당구 성남대로916번길 11,,,37.4108597,127.1298348,*** 인삼  및  건강제품,,,,,,,,,,
111188868,카페343,경기도 성남시 수정구 심곡로 42,경기도 성남시 수정구 심곡동  343,경기도 성남시 수정구 심곡로 42,37.4504678,127.1011193,"음식점>카페,디저트",,,,,,,,,,
111191185,꾸우니공방,경기도 성남시 분당구 중앙공원로40번길 8,경기도 성남시 분당구 서현동 94,경기도 성남시 분당구 중앙공원로40번길 8 현대근린상가 104호,37.3797199,127.1302275,"쇼핑,유통>장난감",http://www.instagram.com/ggu.w.nee,,,,,,,,,
111194486,주식회사왕노,경기도 성남시 분당구 장미로100번길 20,,,37.4121386,127.131592,*** 한식,,,,,,,,,,
111195160,주식회사 대한메디팜,경기도 성남시 분당구 서판교로 160,,,37.4002706,127.0948239,*** 인삼  및  건강제품,,,,,,,,,,
111195335,소셜품앗이,경기도 성남시 분당구 장미로140번길 3-13,경기도 성남시 분당구 야탑동 280-6,경기도 성남시 분당구 장미로140번길 3-13,37.4129634,127.1372384,"전문,기술서비스>경영컨설팅",https://bettys.modoo.at/,,,,,,,,,
111196549,주식회사 제이씨웍스 동판교점,경기도 성남시 분당구 동판교로52번길 26-6,,,37.3869209,127.1135877,"*** 정비,세차장,자동차SVC",,,,,,,,,,
111196937,스쿨푸드 판교딜리버리점,경기도 성남시 분당구 동판교로52번길 17-8,,,37.3862474,127.1151508,*** 한식,,,,,,,,,,
111197075,보니따 필라테스 분당구미점,경기도 성남시 분당구 구미로 60,경기도 성남시 분당구 구미동 203-1,경기도 성남시 분당구 구미로 60,37.3378198,127.1156575,스포츠시설>필라테스,http://www.instagram.com/bonitapilates_1,031-715-1926,,,,,,,,
111197695,놀부옛날통닭 성남야탑점,경기도 성남시 분당구 야탑로139번길 22,경기도 성남시 분당구 야탑동 292-2,경기도 성남시 분당구 야탑로139번길 22 1층,37.4115102,127.1344723,"음식점>치킨,닭강정",,,,,,,,,,
111197810,창신해독,경기도 성남시 분당구 돌마로 73,,,37.3504017,127.1100712,*** 인삼  및  건강제품,,,,,,,,,,
111197943,(주) 뉴신일월드,경기도 성남시 수정구 성남대로1390번길 12,경기도 성남시 수정구 복정동 716,경기도 성남시 수정구 성남대로1390번길 12,37.4539099,127.1280727,건설업>조경건설,,031-753-1590,,,,,,,,
111198925,미소드림의원,경기도 성남시 중원구 산성대로 352,경기도 성남시 중원구 중앙동 83 6층,경기도 성남시 중원구 산성대로 352,37.4437388,127.1555822,"병원,의원>피부과",http://www.misodream-clinic.com/,031-745-8575,,,,,,,,
111200606,로만자,경기도 성남시 분당구 운중로 176,,,37.3909365,127.082654,"*** 수예,지물,커텐,카페트",,,,,,,,,,
111200697,엘가헤어,경기도 성남시 수정구 수정남로 116-1,,,37.4425124,127.1403916,"*** 이용,미용",,,,,,,,,,
111201034,찰리포토샵,경기도 성남시 수정구 산성대로 507,경기도 성남시 수정구 양지동 545,경기도 성남시 수정구 산성대로 507 1층,37.4566987,127.1626471,"생활,편의>사진,스튜디오",,031-747-1258,,,,,,,,
111202131,요가쿨라랩,경기도 성남시 분당구 황새울로 234,,,37.3795153,127.1142207,*** 스포츠센타/레포츠클럽,,,,,,,,,,
111202388,더 꼬치로,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,경기도 성남시 분당구 중앙공원로40번길 42,37.3781888,127.132125,"일식>일식튀김,꼬치",,,,,,,,,,
111204715,백년건강원,경기도 성남시 수정구 탄리로 79-1,경기도 성남시 수정구 태평동 3533,경기도 성남시 수정구 탄리로 79-1,37.4430791,127.1355141,"쇼핑,유통>건강보조식품",,,,,,,,,,
111204749,잡곡,경기도 성남시 중원구 희망로335번길 26-6,,,0,0,"쇼핑,유통>곡류",,,,,,,,,,
111204772,이화수학교습소,경기도 성남시 분당구 벌말로 33,경기도 성남시 분당구 야탑동 274-3 501호,경기도 성남시 분당구 벌말로 33 501호,37.4110233,127.137902,교습학원>수학학원,,031-702-3731,,,,,,,,
111205399,이디야커피 분당구미점,경기도 성남시 분당구 미금로 40,경기도 성남시 분당구 구미동  205-4,경기도 성남시 분당구 미금로 40,37.3370732,127.1166263,"카페,디저트>카페",http://www.ediya.com/,,,,,,,,,
111206629,온더데스크 스터디카페 위례2센터,경기도 성남시 수정구 위례광장로 41,,,37.467947,127.1401271,"*** 공연장,극장",,,,,,,,,,
111207692,성일고등학교,경기 성남시 중원구 시민로77번길 10,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10,37.4340353,127.1450967,"교육,학문>고등학교",http://www.sungil.hs.kr/,,,,,,,,,
111208302,젠요가위례점,경기도 성남시 수정구 위례광장로 300,경기도 성남시 수정구 창곡동  509 위례중앙역 중앙타워 904호,경기도 성남시 수정구 위례광장로 300,37.4734728,127.1427374,스포츠시설>요가원,http://zenyogakorea.com/,031-757-9642,,,,,,,,
111208369,송사부수제쌀고로케,경기도 성남시 분당구 성남대로 170,경기도 성남시 분당구 금곡동  159 1층,경기도 성남시 분당구 성남대로 170 1층,37.3511643,127.1095019,"카페,디저트>베이커리",,,,,,,,,,
111209441,붐비어,경기도 성남시 수정구 남문로135번길 12,경기도 성남시 수정구 태평동 2229,경기도 성남시 수정구 남문로135번길 12,37.4491109,127.1411547,"술집>맥주,호프",,,,,,,,,,
111210118,멘토믿고,경기도 성남시 수정구 위례광장로 21-12,,,37.4652807,127.1392189,*** 일반대중음식,,,,,,,,,,
111210183,늘푸른음악학원,경기도 성남시 중원구 산성대로408번길 48,경기도 성남시 중원구 금광동 3490,경기도 성남시 중원구 산성대로408번길 48,37.4479666,127.1636783,음악학원,,031-743-8034,,,,,,,,
111210530,수아벨르,경기도 성남시 분당구 미금로 215,,,37.351373,127.1126108,*** 생활잡화,,,,,,,,,,
111211025,큐박스당구장,경기도 성남시 중원구 둔촌대로280번길 8,,,37.428459,127.1493712,*** 당구장,,,,,,,,,,
111211124,케이지 (KAGE)영재교육분당연구실학원,경기도 성남시 분당구 돌마로 364,,,37.3699924,127.1236646,*** 일반전문학원,,,,,,,,,,
111211496,탭탭 서현점,경기도 성남시 분당구 황새울로360번길 24,경기도 성남시 분당구 서현동 247-2,경기도 성남시 분당구 황새울로360번길 24 4층 401호,37.3860118,127.1252523,술집>요리주점,http://taptapbeer.co.kr/,031-705-8310,,,,,,,,
111213112,올 커피 앤 티 (정자점),경기도 성남시 분당구 내정로17번길 8,,,37.3619035,127.1138266,*** 일반대중음식,,,,,,,,,,
111213153,마음수련 오리역센터,경기도 성남시 분당구 구미로9번길 25,경기도 성남시 분당구 구미동 182,경기도 성남시 분당구 구미로9번길 25 분당대맥주차빌딩 1동 303호,37.3404142,127.1099293,"스포츠,레크레이션학원>요가,명상",http://www.meditationlife.org/,031-715-9952,,,,,,,,
111213328,바라봄,경기도 성남시 수정구 태평로 64,경기도 성남시 수정구 태평동  527,경기도 성남시 수정구 태평로 64 1층,37.4494068,127.1336765,"음식점>카페,디저트",http://www.instagram.com/bom.bara,,,,,,,,,
111213617,굴래찔래,경기도 성남시 수정구 위례동로 135-6,경기도 성남시 수정구 창곡동 513-6,경기도 성남시 수정구 위례동로 135-6 이너매스위래건물 1층,37.4731083,127.1497472,한식>조개요리,,031-757-2229,,,,,,,,
111214037,할매순대국(동서울대점),경기도 성남시 수정구 복정로 92-1,경기도 성남시 수정구 복정동  678-2,경기도 성남시 수정구 복정로 92-1,37.4612076,127.127024,"한식>순대,순대국",http://halmaesundae.modoo.at/,031-758-6637,,,,,,,,
111214615,이족발,경기도 성남시 분당구 대왕판교로606번길 45,경기도 성남시 분당구 삼평동  653,경기도 성남시 분당구 대왕판교로606번길 45 1층 101호,37.3968927,127.1119254,"한식>족발,보쌈",,031-704-4066,,,,,,,,
111214854,바이지오,경기도 성남시 분당구 돌마로 364,,,37.3699924,127.1236646,*** 남.여기성복,,,,,,,,,,
111214953,더덕솥뚜껑생오겹살,경기도 성남시 중원구 광명로 43,,,37.4339477,127.1338685,*** 한식,,,,,,,,,,
111215729,세종춤벗무용학원,경기도 성남시 분당구 분당로53번길 11,경기도 성남시 분당구 서현동 269-5 서원프라자 5층,경기도 성남시 분당구 분당로53번길 11 서원프라자 5층,37.3840689,127.1215353,"스포츠,레크레이션학원>무용,발레",http://www.cbtanz.com/,031-715-0106,,,,,,,,
111216362,봉구스밥버거 이매점,경기도 성남시 분당구 판교로 478,경기도 성남시 분당구 이매동 97-6,경기도 성남시 분당구 판교로 478 금강프라자,37.405111,127.1269185,음식점>분식,http://www.bongousse.net,031-707-2098,,,,,,,,
111219390,아이마켓,경기도 성남시 분당구 산운로 126,,,37.3925382,127.0751485,*** 문구용품,,,,,,,,,,
111219473,스마일쿡,경기도 성남시 분당구 판교역로 231,,,37.4012685,127.1086539,*** 한식,,,,,,,,,,
111219945,주식회사 조이앤카,경기도 성남시 분당구 대왕판교로 46,,,37.3473959,127.102171,"*** 차량용품,부품",,,,,,,,,,
111219978,성일정보고등학교,경기 성남시 중원구 시민로77번길 10,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10,37.4340353,127.1450967,"교육,학문>고등학교",http://www.sungil-i.kr/,,,,,,,,,
111220141,수K 수학교습소,경기도 성남시 분당구 돌마로 364,,,37.3699924,127.1236646,*** 일반전문학원,,,,,,,,,,
111220331,주식회사 피씨씨,경기도 성남시 분당구 동판교로52번길 13-10,,,37.3867163,127.1154169,*** 일반대중음식,,,,,,,,,,
111220729,대인수산,경기도 성남시 중원구 둔촌대로69번길 8,,,37.4306422,127.1274877,*** 농수산물,,,,,,,,,,
111220802,장우현 코치,경기도 성남시 분당구 느티로63번길 24,,,37.3707199,127.1118271,*** 스포츠센타/레포츠클럽,,,,,,,,,,
111220810,션스키친,경기도 성남시 수정구 위례광장로 34,경기도 성남시 수정구 창곡동 564,"경기도 성남시 수정구 위례광장로 34 근린생활시설5동 2층 5A201,5A202호",37.4666548,127.1410341,음식점>브런치,http://www.instagram.com/seans_kitchen,031-751-6900,,,,,,,,
111220836,궁전목욕탕,경기 성남시 중원구 자혜로 82,경기도 성남시 중원구 금광동 2709,경기도 성남시 중원구 자혜로 82,37.4513106,127.1685045,"생활,편의>목욕탕,사우나",,,,,,,,,,
111220844,레인보우미술학원,경기도 성남시 분당구 돌마로 361,경기도 성남시 분당구 수내동 63-2,"경기도 성남시 분당구 돌마로 361 411,414호",37.3706027,127.1229279,학원>미술학원,,031-719-8251,,,,,,,,
111221842,주식회사 에레니온,경기도 성남시 분당구 판교역로 109,,,37.3908934,127.108633,*** 남.여기성복,,,,,,,,,,
111222097,비타민,경기도 성남시 중원구 광명로 238-4,,,0,0,,,,,,,,,,,
111222857,한맥국어보습학원,경기도 성남시 수정구 위례광장로 320,,,0,0,,,,,,,,,,,
111223129,밝은치과의원,경기도 성남시 수정구 산성대로 247,경기도 성남시 수정구 신흥동 4223-2,경기도 성남시 수정구 산성대로 247,37.4400859,127.1445826,"병원,의원>치과",http://www.brightdental.kr,031-741-2400,,,,,,,,
111223335,오리랑돼지랑 (할매오삼구이),경기도 성남시 분당구 황새울로258번길 28,,,37.379719,127.1164452,*** 한식,,,,,,,,,,
111223590,명품우리한우생고기전문점,경기도 성남시 중원구 산성대로 318,,,37.4422186,127.1521203,*** 한식,,,,,,,,,,
111223962,(주)페포니뮤직,경기도 성남시 분당구 내정로11번길 16-4,,,37.3614005,127.1130212,"*** 용역서비스(연구,번역등)",,,,,,,,,,
111224044,방송국,경기도 성남시 분당구 서현로210번길 14,,,0,0,,,,,,,,,,,
111225116,정자옥,경기도 성남시 분당구 정자일로 234,경기도 성남시 분당구 정자동  8-4 태남프라자 1층,경기도 성남시 분당구 정자일로 234 태남프라자 1층,37.3711964,127.1062702,음식점>한식,,031-713-5397,,,,,,,,
111225330,베아트리체,경기도 성남시 수정구 산성대로 331,,,37.4438102,127.1528431,*** 조명  및  전기자재  실내장식,,,,,,,,,,
111226973,(주)자연의 모든것 총각네 서현점,경기도 성남시 분당구 중앙공원로40번길 8,,,37.3797034,127.1301664,*** 할인점/슈퍼마켓,,,,,,,,,,
111227518,명운보습학원,경기도 성남시 분당구 판교로 446,,,37.4051231,127.1233536,*** 일반전문학원,,,,,,,,,,
111228425,55도커피로스터스,경기도 성남시 중원구 둔촌대로 464,경기도 성남시 중원구 상대원동 513-22,경기도 성남시 중원구 둔촌대로 464,37.4316232,127.168219,"제조업>커피가공,제조",,031-736-1258,,,,,,,,
111230090,(주)에리카애드,경기도 성남시 수정구 위례광장로 322,경기도 성남시 수정구 창곡동  508,경기도 성남시 수정구 위례광장로 322 아이플렉스 6층 614호,37.4717453,127.1426327,"광고,마케팅>광고대행",http://www.ericaad.com/,02-561-7588,,,,,,,,
111230371,꼬꼬방 집으로삼겹,경기도 성남시 중원구 원터로105번길 6,,,37.4359423,127.1419997,*** 한식,,,,,,,,,,
111232104,다올헤어,경기도 성남시 분당구 미금로 215,경기도 성남시 분당구 금곡동 141,경기도 성남시 분당구 미금로 215,37.3512727,127.1129187,"생활,편의>미용실",,,,,,,,,,
111232393,디디유통(DD유통),경기도 성남시 중원구 제일로35번길 12,,,37.4306379,127.1354918,*** 식품잡화,,,,,,,,,,
111232930,양푼515,경기도 성남시 중원구 사기막골로45번길 14,경기도 성남시 중원구 상대원동 146-8,경기도 성남시 중원구 사기막골로45번길 14 성남 우림 라이온스밸리,37.4364123,127.170092,"한식>찌개,전골",,,,,,,,,,
111233128,로쳐코리아,경기도 성남시 분당구 정자일로 30,,,37.3529827,127.1070739,*** 시계점,,,,,,,,,,
111233672,주식회사 양지 운중점,경기도 성남시 분당구 운중로 121,,,37.3920421,127.0766954,"*** 정보통신기기,컴퓨터",,,,,,,,,,
111234241,다온테코,경기도 성남시 분당구 백현로 97,,,37.376844,127.1114003,*** 조명  및  전기자재  실내장식,,,,,,,,,,
111236287,타코아저씨,경기도 성남시 분당구 황새울로258번길 10-15,경기도 성남시 분당구 수내동 8-7,경기도 성남시 분당구 황새울로258번길 10-15,37.3796548,127.1155034,일식>일식당,,,,,,,,,,
111237483,예온미술교습소,경기도 성남시 분당구 서판교로 147,,,37.398074,127.0946877,*** 일반전문학원,,,,,,,,,,
111241543,여우,경기도 성남시 분당구 정자일로 192,,,0,0,,,,,,,,,,,
111243424,분당고매점,경기도 성남시 분당구 내정로165번길 31,,,37.3755772,127.1161475,*** 식품잡화,,,,,,,,,,
111243655,스시현,경기도 성남시 중원구 둔촌대로 243,경기도 성남시 중원구 하대원동 127-3,경기도 성남시 중원구 둔촌대로 243 1층 스시현,37.4287189,127.1451071,일식>일식당,,031-752-2001,,,,,,,,
111243705,성남고매점,경기도 성남시 중원구 시민로 61,,,0,0,고등학교>부속건물,,,,,,,,,,
111244927,골프존GDR아카데미 서현,경기도 성남시 분당구 서현로 170,경기도 성남시 분당구 서현동 255-1 풍림아이원플러스 311호,경기도 성남시 분당구 서현로 170 풍림아이원플러스 311호,37.3889515,127.1224747,스포츠시설>스크린골프장,http://gdrgolf.co.kr,031-702-7200,,,,,,,,
111245015,제주가,경기도 성남시 분당구 동판교로52번길 5,경기도 성남시 분당구 백현동 604,경기도 성남시 분당구 동판교로52번길 5,37.3875212,127.1145962,"한식>육류,고기요리",,031-8016-9292,,,,,,,,
111245726,라돈커에 주식회사,경기도 성남시 중원구 둔촌대로 400,,,37.432883,127.1613205,"*** 용역서비스(연구,번역등)",,,,,,,,,,
111246385,둥지,경기도 성남시 수정구 성남대로1210번길 11-18,,,0,0,,,,,,,,,,,
111246690,위니아 대우24시 크린샵 성남하대원점,경기도 성남시 중원구 둔촌대로280번길 16,,,37.4280796,127.1500741,*** 세탁소,,,,,,,,,,
111248357,가스리서치,경기도 성남시 중원구 갈마치로 302,,,37.4402339,127.1728501,"*** 기계,장비임대업",,,,,,,,,,
111248373,우정텔레콤,경기도 성남시 분당구 성남대로925번길 16,,,37.4131098,127.1273427,"*** 정보통신기기,컴퓨터",,,,,,,,,,
111248811,남도술상야탑점( 경기남부지사),경기도 성남시 분당구 장미로86번길 12,,,37.4127046,127.1302142,*** 한식,,,,,,,,,,
111249066,닐리파스타,경기도 성남시 분당구 불정로87번길 10,경기도 성남시 분당구 정자동 132-4,경기도 성남시 분당구 불정로87번길 10,37.3609847,127.1145006,음식점>이탈리아음식,http://www.nilli.co.kr/,031-713-8284,,,,,,,,
111249181,우리희망내과의원,경기도 성남시 중원구 산성대로 366,경기도 성남시 중원구 중앙동 13,경기도 성남시 중원구 산성대로 366 벽산프라자 5층,37.4444933,127.1567816,"병원,의원>내과",http://www.hopemed.net/index.asp,031-757-1717,,,,,,,,
111249280,르네상스세탁,경기도 성남시 분당구 장미로48번길 10,경기도 성남시 분당구 야탑동 342-2,경기도 성남시 분당구 장미로48번길 10,37.4130654,127.125504,세탁>세탁소,,,,,,,,,,
111249710,(주)우리감정평가법인 동부지사,경기도 성남시 수정구 복정로 153,,,37.4667768,127.1268192,"*** 전문서비스(회계,변리,컨설팅등)",,,,,,,,,,
111250742,온리케이스,경기도 성남시 수정구 산성대로 지하204-2,경기도 성남시 중원구 성남동 1315 E동 다열 6호,경기도 성남시 중원구 산성대로 204-5 E동 다열 6호,37.4382035,127.1422783,휴대폰>휴대폰액세서리,http://www.instagram.com/onlycaseme,,,,,,,,,
111250916,아이폰수리몬 분당야탑 아이폰수리,경기도 성남시 분당구 성남대로926번길 12,경기도 성남시 분당구 야탑동 361-3,경기도 성남시 분당구 성남대로926번길 12 금탑프라자1층 105호,37.4128491,127.1298534,"수리,AS>휴대폰수리",http://blog.naver.com/nicetalktalk,031-707-6262,,,,,,,,
111251310,무지개,경기도 성남시 중원구 순환로 192,,,0,0,,,,,,,,,,,
111252235,피플푸드(Food),경기도 성남시 분당구 성남대로331번길 3-13,,,37.364405,127.107718,*** 일반대중음식,,,,,,,,,,
111252243,커피에 반하다 삼평점,경기도 성남시 분당구 판교로 372,경기도 성남시 분당구 삼평동 721 스타식스코아1 108호,경기도 성남시 분당구 판교로 372 스타식스코아1 108호,37.403701,127.1157089,"카페,디저트>카페",http://www.coffeelovecoffee.com/,,,,,,,,,
111252540,매직서커스,경기도 성남시 중원구 공원로310번길 15,,,37.4421189,127.1546178,"*** 공연장,극장",,,,,,,,,,
111255436,셀트러스트랩,경기도 성남시 중원구 갈마치로 302,,,37.4402339,127.1728501,*** 화장품,,,,,,,,,,
111255519,그린쿡,경기도 성남시 분당구 판교로255번길 9-22,,,37.4040151,127.1000555,*** 한식,,,,,,,,,,
111258265,하이욜로에듀케이션주식회사,경기도 성남시 분당구 백현로101번길 20,,,37.3772637,127.1130752,"*** 전문서비스(회계,변리,컨설팅등)",,,,,,,,,,
111259651,황제능이백숙,경기도 성남시 수정구 오야남로 3,경기도 성남시 수정구 오야동 301-24,경기도 성남시 수정구 오야남로 3 황제능이해신탕,37.4537344,127.1061608,"한식>백숙,삼계탕",,031-757-5282,,,,,,,,
111260345,김밥천국,경기도 성남시 분당구 서현로 192,,,0,0,음식점>분식,,,,,,,,,,
111260899,제일식당,경기도 성남시 수정구 대왕판교로981번길 18-1,,,37.4271693,127.1000212,*** 한식,,,,,,,,,,
111260972,멕캔,경기도 성남시 중원구 둔촌대로101번길 27,,,0,0,,,,,,,,,,,
111261129,꾸드시,경기도 성남시 분당구 발이봉북로27번길 2,경기도 성남시 분당구 수내동 114-1,경기도 성남시 분당구 발이봉북로27번길 2 1층,37.3651202,127.1294433,"카페,디저트>베이커리",,,,,,,,,,
